ensembl_gene_id,sepwes003,sepwes006,sepwes007,sepwes008,sepwes009,sepwes010,sepwes011,sepwes012
ENSG00000163739,5,6,6,6,4,7,6,6
ENSG00000163743,7,8,8,7,7,8,8,7
ENSG00000163751,6,5,7,4,4,5,7,6
ENSG00000163754,10,12,10,13,8,11,9,9
ENSG00000163755,9,8,9,8,9,9,8,9
ENSG00000163781,9,9,9,9,9,10,9,9
ENSG00000163785,7,7,7,6,8,7,8,7
ENSG00000163788,10,11,11,10,9,10,10,10
ENSG00000163795,6,7,6,6,7,7,6,7
ENSG00000163798,9,8,9,9,8,8,8,9
ENSG00000163803,8,8,8,11,4,10,6,8
ENSG00000163806,4,5,4,4,3,4,5,4
ENSG00000163807,8,7,8,7,9,8,8,8
ENSG00000163808,4,4,5,5,5,7,4,5
ENSG00000163811,6,7,7,6,8,7,8,7
ENSG00000163812,9,10,9,11,9,10,9,9
ENSG00000163814,4,5,4,4,4,5,4,4
ENSG00000163818,5,6,5,5,7,6,6,6
ENSG00000163820,8,8,8,7,8,7,8,8
ENSG00000163823,13,12,13,10,9,10,9,13
ENSG00000163827,5,3,3,4,3,5,5,3
ENSG00000163832,6,6,5,6,7,5,7,6
ENSG00000163840,13,11,13,10,11,10,10,12
ENSG00000163848,10,10,10,9,9,9,9,9
ENSG00000163864,5,4,4,6,5,5,4,4
ENSG00000163866,8,8,7,8,8,8,8,8
ENSG00000163867,7,7,7,6,8,7,7,7
ENSG00000163870,6,7,5,7,6,7,7,7
ENSG00000163872,9,8,9,8,8,8,8,9
ENSG00000163874,8,8,7,10,7,8,7,7
ENSG00000163875,8,8,8,8,9,8,9,8
ENSG00000163877,8,8,8,8,8,7,8,8
ENSG00000163882,6,7,6,6,7,7,7,7
ENSG00000163900,7,6,6,5,7,5,7,6
ENSG00000163902,11,11,11,12,10,11,10,11
ENSG00000163904,8,9,9,9,8,8,8,8
ENSG00000163913,5,6,6,7,6,7,6,6
ENSG00000163918,5,6,5,5,7,6,6,6
ENSG00000163930,9,9,9,9,8,9,9,9
ENSG00000163931,12,13,12,15,10,13,12,12
ENSG00000163932,12,12,12,13,10,12,10,11
ENSG00000163933,6,7,6,7,7,7,7,7
ENSG00000163935,7,6,6,5,9,6,7,6
ENSG00000163938,7,7,8,6,8,7,8,7
ENSG00000163939,9,9,9,8,9,9,9,9
ENSG00000163945,7,8,8,8,9,9,8,8
ENSG00000163946,10,10,10,8,10,10,10,9
ENSG00000163947,11,9,11,8,10,8,10,10
ENSG00000163950,8,8,9,9,8,9,8,8
ENSG00000163956,10,10,9,11,9,10,10,10
ENSG00000163958,5,6,5,11,4,7,4,3
ENSG00000163959,5,6,2,7,3,7,3,4
ENSG00000163960,9,9,9,10,10,9,10,9
ENSG00000163961,8,8,8,8,8,8,8,8
ENSG00000163964,7,8,8,10,8,9,8,8
ENSG00000163993,8,10,5,12,6,11,8,6
ENSG00000164002,6,6,6,5,6,6,6,7
ENSG00000164008,5,5,5,5,6,6,6,6
ENSG00000164010,8,8,6,8,7,8,7,7
ENSG00000164011,6,6,6,6,7,6,6,6
ENSG00000164022,8,7,8,7,8,8,8,8
ENSG00000164023,8,9,7,7,5,7,7,7
ENSG00000164024,8,8,8,7,8,8,8,8
ENSG00000164031,9,9,9,8,9,9,9,8
ENSG00000164032,9,10,9,11,9,10,9,9
ENSG00000164038,4,5,5,5,7,5,6,6
ENSG00000164039,5,5,5,4,5,5,6,5
ENSG00000164040,8,7,8,7,8,8,8,8
ENSG00000164045,4,4,4,5,4,7,4,4
ENSG00000164047,7,8,7,9,6,14,6,6
ENSG00000164048,7,7,7,8,9,9,8,8
ENSG00000164050,3,5,4,4,3,5,5,3
ENSG00000164051,5,4,6,4,5,6,5,5
ENSG00000164053,5,5,5,6,6,6,6,6
ENSG00000164054,13,12,13,13,10,11,10,13
ENSG00000164056,3,4,4,3,3,4,3,3
ENSG00000164062,9,8,8,9,8,9,8,8
ENSG00000164068,9,8,8,9,8,9,8,8
ENSG00000164073,7,7,7,6,8,8,8,7
ENSG00000164074,8,7,8,7,8,8,8,8
ENSG00000164077,6,6,4,6,5,6,5,6
ENSG00000164080,7,7,7,7,8,7,8,8
ENSG00000164081,7,7,7,8,8,8,8,8
ENSG00000164086,7,8,8,7,7,8,8,9
ENSG00000164087,5,6,5,5,4,6,5,5
ENSG00000164088,9,10,9,12,9,10,9,9
ENSG00000164091,10,10,10,10,10,10,10,10
ENSG00000164096,12,11,11,12,9,10,10,10
ENSG00000164104,11,12,9,12,8,11,10,9
ENSG00000164105,8,8,7,7,5,6,6,6
ENSG00000164109,4,5,4,4,5,6,6,5
ENSG00000164111,13,12,12,12,10,11,10,12
ENSG00000164114,4,5,5,5,5,4,6,5
ENSG00000164116,7,6,7,6,4,5,6,6
ENSG00000164117,7,7,7,7,7,7,7,7
ENSG00000164118,6,6,7,6,8,7,7,6
ENSG00000164120,5,9,6,10,5,7,6,5
ENSG00000164124,6,7,6,6,4,7,7,7
ENSG00000164125,10,10,9,8,5,9,9,8
ENSG00000164134,8,8,8,7,9,8,9,8
ENSG00000164136,8,6,8,4,7,7,6,7
ENSG00000164144,9,9,9,8,8,8,8,8
ENSG00000164151,9,8,9,7,9,8,9,8
ENSG00000164162,5,5,4,5,6,5,6,5
ENSG00000164163,7,7,8,6,9,7,9,8
ENSG00000164164,9,8,9,6,8,8,9,8
ENSG00000164167,7,8,7,8,7,7,7,7
ENSG00000164168,8,8,8,8,8,8,8,8
ENSG00000164169,5,6,6,5,6,7,6,6
ENSG00000164172,6,6,6,6,7,6,7,6
ENSG00000164180,7,7,7,6,7,7,7,6
ENSG00000164181,6,7,7,7,5,5,6,7
ENSG00000164182,4,4,4,4,5,4,5,5
ENSG00000164187,7,7,8,6,8,7,8,7
ENSG00000164190,11,11,12,11,10,10,10,10
ENSG00000164209,8,8,9,6,9,8,9,7
ENSG00000164211,8,6,7,5,7,6,7,6
ENSG00000164219,9,9,9,8,9,8,8,9
ENSG00000164221,7,6,7,7,6,6,7,7
ENSG00000164236,7,7,7,6,6,8,6,5
ENSG00000164237,5,4,4,6,3,4,5,3
ENSG00000164241,5,5,5,3,8,5,6,5
ENSG00000164244,8,8,8,7,8,8,8,8
ENSG00000164251,7,8,7,9,7,7,8,7
ENSG00000164252,7,7,7,7,7,7,7,7
ENSG00000164253,8,8,8,7,8,8,7,7
ENSG00000164258,6,6,5,5,6,6,6,5
ENSG00000164284,6,6,7,6,7,7,8,6
ENSG00000164291,5,4,5,5,6,5,6,5
ENSG00000164292,5,5,6,4,4,5,6,5
ENSG00000164296,5,5,5,5,6,4,5,4
ENSG00000164300,8,8,8,8,7,9,10,9
ENSG00000164305,10,9,9,8,9,9,9,8
ENSG00000164306,6,5,6,5,7,6,7,6
ENSG00000164307,10,9,10,8,10,9,10,10
ENSG00000164308,11,9,9,8,10,7,10,11
ENSG00000164323,6,7,7,5,8,7,8,7
ENSG00000164327,12,10,12,9,9,10,10,10
ENSG00000164329,9,9,10,9,9,9,9,9
ENSG00000164330,4,4,4,4,2,2,5,4
ENSG00000164331,7,7,7,7,8,7,7,7
ENSG00000164332,8,9,9,10,9,9,9,9
ENSG00000164338,6,6,7,5,7,6,6,6
ENSG00000164342,7,4,5,3,4,4,5,6
ENSG00000164344,4,3,3,3,6,3,5,5
ENSG00000164346,8,8,8,8,9,8,9,8
ENSG00000164347,8,7,8,7,8,8,7,7
ENSG00000164366,6,7,6,5,7,6,7,7
ENSG00000164398,5,5,5,5,4,6,7,6
ENSG00000164402,6,6,5,4,6,5,7,6
ENSG00000164403,6,6,5,6,4,5,5,5
ENSG00000164405,7,7,7,7,6,7,7,5
ENSG00000164406,5,5,5,4,5,5,6,5
ENSG00000164414,7,7,7,7,6,8,7,6
ENSG00000164430,10,8,9,8,7,7,7,9
ENSG00000164440,6,5,6,4,7,3,5,5
ENSG00000164442,10,9,10,9,7,10,9,9
ENSG00000164463,12,11,12,10,10,11,10,11
ENSG00000164465,7,5,6,4,5,5,5,6
ENSG00000164466,6,8,7,7,8,9,9,7
ENSG00000164483,6,6,7,5,7,7,8,8
ENSG00000164484,3,3,4,4,3,4,5,4
ENSG00000164494,6,6,6,6,7,6,6,6
ENSG00000164506,7,10,9,10,8,10,9,8
ENSG00000164512,5,8,5,9,4,7,6,5
ENSG00000164530,4,5,4,5,3,5,6,5
ENSG00000164535,8,8,8,9,7,8,8,8
ENSG00000164543,10,10,9,10,10,10,10,9
ENSG00000164548,10,9,11,9,10,10,9,10
ENSG00000164574,10,9,9,9,8,9,9,9
ENSG00000164576,9,9,9,10,9,9,9,9
ENSG00000164587,11,11,10,11,12,11,12,10
ENSG00000164597,9,8,8,8,9,8,8,8
ENSG00000164603,8,8,8,8,7,8,8,7
ENSG00000164609,10,10,10,10,9,10,9,10
ENSG00000164610,5,5,5,6,8,6,6,6
ENSG00000164611,5,5,5,6,5,7,5,5
ENSG00000164615,7,7,7,8,8,7,8,7
ENSG00000164620,6,6,6,7,6,5,6,6
ENSG00000164626,4,5,5,4,4,6,4,4
ENSG00000164631,8,8,8,7,8,8,8,8
ENSG00000164649,6,7,7,6,10,9,6,6
ENSG00000164654,7,7,8,7,8,7,8,7
ENSG00000164659,4,5,5,4,5,5,7,5
ENSG00000164663,8,8,7,7,7,8,7,7
ENSG00000164674,11,9,10,9,7,9,8,9
ENSG00000164683,4,6,4,3,3,4,4,4
ENSG00000164687,5,5,4,6,6,5,4,5
ENSG00000164691,12,11,13,11,11,11,11,12
ENSG00000164713,11,11,10,12,8,11,9,10
ENSG00000164715,9,9,9,9,7,9,8,8
ENSG00000164733,13,13,12,13,10,12,12,12
ENSG00000164741,4,5,4,5,4,4,5,4
ENSG00000164751,8,8,7,8,8,8,8,7
ENSG00000164754,11,11,11,11,11,11,11,11
ENSG00000164758,7,6,7,7,7,7,6,6
ENSG00000164776,5,5,4,4,5,5,5,5
ENSG00000164808,8,8,8,8,8,8,9,8
ENSG00000164815,6,7,6,5,7,6,7,6
ENSG00000164818,5,6,6,6,6,6,6,6
ENSG00000164821,6,5,6,7,5,13,6,5
ENSG00000164823,9,9,10,9,8,8,8,9
ENSG00000164828,7,8,8,7,9,7,8,8
ENSG00000164830,8,8,9,6,8,8,8,7
ENSG00000164849,9,7,6,8,7,8,6,7
ENSG00000164850,6,8,3,6,4,5,4,3
ENSG00000164867,3,5,3,4,3,3,5,4
ENSG00000164877,5,5,5,6,4,6,4,4
ENSG00000164880,8,9,8,9,8,9,9,9
ENSG00000164885,6,7,6,7,5,6,6,6
ENSG00000164889,8,9,7,8,8,8,8,8
ENSG00000164896,7,7,7,8,8,8,8,7
ENSG00000164897,7,7,6,8,7,7,7,7
ENSG00000164902,8,7,8,8,8,7,8,8
ENSG00000164904,3,4,3,3,5,4,5,4
ENSG00000164916,8,8,8,8,8,8,9,8
ENSG00000164919,7,6,6,6,7,7,8,6
ENSG00000164924,13,13,13,14,13,13,12,13
ENSG00000164929,4,3,3,3,3,4,4,3
ENSG00000164930,4,4,2,2,6,6,5,4
ENSG00000164933,7,7,7,6,9,6,7,7
ENSG00000164934,7,7,7,6,9,7,8,7
ENSG00000164938,9,11,10,11,9,11,10,10
ENSG00000164941,9,9,9,10,10,9,9,9
ENSG00000164944,9,9,9,9,9,9,9,9
ENSG00000164951,8,7,8,5,9,7,8,7
ENSG00000164953,4,4,4,3,5,3,5,4
ENSG00000164961,9,9,9,8,8,9,9,9
ENSG00000164967,6,6,6,7,6,6,6,6
ENSG00000164970,7,7,7,9,7,8,7,8
ENSG00000164975,9,7,8,7,9,8,8,9
ENSG00000164978,5,6,6,5,6,7,6,5
ENSG00000164983,8,8,8,8,8,8,8,8
ENSG00000164985,8,8,9,9,10,9,10,9
ENSG00000165006,10,11,10,12,9,10,9,10
ENSG00000165025,11,12,11,12,11,12,11,11
ENSG00000165028,4,5,4,3,6,4,5,4
ENSG00000165029,9,9,11,9,7,10,7,10
ENSG00000165030,12,11,11,11,8,10,9,10
ENSG00000165046,6,7,6,7,6,7,6,7
ENSG00000165055,7,7,7,7,8,7,7,7
ENSG00000165060,5,5,5,5,7,6,6,6
ENSG00000165071,9,11,10,11,8,11,10,10
ENSG00000165072,3,3,3,3,3,3,3,3
ENSG00000165092,9,8,8,7,6,7,8,9
ENSG00000165097,11,9,10,9,8,10,8,10
ENSG00000165102,8,8,9,9,9,10,8,9
ENSG00000165113,5,4,6,5,6,5,6,6
ENSG00000165115,5,7,6,7,6,7,6,6
ENSG00000165118,7,7,7,7,8,6,6,7
ENSG00000165119,13,13,13,13,12,12,12,13
ENSG00000165121,5,5,5,5,6,5,6,5
ENSG00000165131,3,4,4,6,3,4,5,5
ENSG00000165138,4,5,5,5,7,5,6,5
ENSG00000165140,8,8,7,7,7,7,7,8
ENSG00000165156,9,7,8,6,8,8,8,7
ENSG00000165168,14,13,14,11,11,14,12,13
ENSG00000165169,7,7,7,6,7,6,7,6
ENSG00000165175,9,9,9,10,8,9,8,9
ENSG00000165178,12,12,11,12,10,10,9,11
ENSG00000165185,10,7,9,6,6,6,6,9
ENSG00000165195,6,6,6,5,6,6,7,6
ENSG00000165209,6,6,6,6,10,6,8,6
ENSG00000165219,9,10,9,9,9,9,9,9
ENSG00000165233,7,8,6,9,7,9,7,8
ENSG00000165240,8,8,8,8,8,8,8,8
ENSG00000165244,5,5,5,5,5,7,5,5
ENSG00000165259,6,4,6,4,5,4,5,5
ENSG00000165264,8,7,8,9,7,7,7,7
ENSG00000165271,7,7,7,6,7,7,7,7
ENSG00000165272,6,7,7,8,5,6,9,8
ENSG00000165275,7,6,7,6,7,7,7,7
ENSG00000165280,10,11,10,12,10,10,10,10
ENSG00000165282,6,7,6,6,7,6,7,6
ENSG00000165283,8,8,7,8,7,8,8,7
ENSG00000165288,10,10,10,9,8,9,9,9
ENSG00000165304,4,4,5,5,3,6,4,3
ENSG00000165312,8,8,8,9,8,9,8,8
ENSG00000165322,7,7,7,6,9,7,8,7
ENSG00000165338,3,4,4,3,6,4,5,4
ENSG00000165355,8,8,8,9,8,9,8,8
ENSG00000165359,9,8,9,7,9,8,8,8
ENSG00000165389,7,7,7,8,7,8,7,6
ENSG00000165392,6,5,6,5,6,6,7,6
ENSG00000165406,12,11,11,11,10,12,12,11
ENSG00000165409,3,3,3,4,3,3,4,3
ENSG00000165410,5,6,5,4,6,6,6,6
ENSG00000165416,9,8,9,7,9,8,8,8
ENSG00000165417,9,9,10,8,9,9,9,9
ENSG00000165424,7,6,6,6,5,5,6,6
ENSG00000165434,6,6,7,7,6,7,8,7
ENSG00000165457,5,5,6,5,4,5,4,5
ENSG00000165458,10,10,9,11,9,10,9,9
ENSG00000165475,6,6,6,7,5,6,6,5
ENSG00000165476,9,8,9,7,7,8,8,8
ENSG00000165480,4,4,3,5,4,7,4,4
ENSG00000165487,8,8,9,8,8,8,9,8
ENSG00000165490,7,7,7,7,6,7,6,6
ENSG00000165494,10,10,11,9,10,10,10,10
ENSG00000165501,6,6,6,5,6,7,6,6
ENSG00000165502,9,9,9,10,9,9,9,10
ENSG00000165506,4,5,5,5,6,5,6,6
ENSG00000165507,4,4,3,5,7,3,3,4
ENSG00000165512,7,7,7,6,8,7,8,7
ENSG00000165516,7,8,7,8,9,8,9,8
ENSG00000165521,3,5,5,4,5,4,6,4
ENSG00000165525,9,9,10,9,10,9,9,10
ENSG00000165526,6,6,6,7,8,7,7,7
ENSG00000165527,11,10,11,10,10,10,11,10
ENSG00000165533,4,5,3,5,6,5,5,4
ENSG00000165548,5,5,4,3,5,6,5,5
ENSG00000165555,4,6,6,6,5,5,5,4
ENSG00000165572,5,7,6,5,6,7,7,5
ENSG00000165591,4,3,4,4,3,4,5,4
ENSG00000165609,8,9,9,10,9,9,9,8
ENSG00000165617,3,4,4,3,6,4,4,4
ENSG00000165626,4,6,3,5,3,6,5,4
ENSG00000165629,9,8,9,9,9,9,9,8
ENSG00000165630,6,6,6,6,6,6,6,6
ENSG00000165632,8,7,8,7,8,7,8,8
ENSG00000165637,8,8,8,8,8,8,8,8
ENSG00000165644,5,5,5,5,5,5,5,5
ENSG00000165646,5,4,5,4,4,6,6,5
ENSG00000165650,8,10,8,10,8,10,9,8
ENSG00000165655,5,4,5,4,3,4,5,4
ENSG00000165660,8,8,8,7,8,7,8,8
ENSG00000165661,6,7,6,6,9,7,7,7
ENSG00000165669,8,7,8,8,8,8,8,7
ENSG00000165671,9,10,10,10,10,10,10,10
ENSG00000165672,10,10,9,9,9,9,9,8
ENSG00000165675,7,7,7,6,7,6,7,6
ENSG00000165678,11,11,10,11,10,11,10,10
ENSG00000165682,6,6,6,6,4,5,5,5
ENSG00000165684,6,6,6,7,6,6,6,5
ENSG00000165688,7,7,7,7,8,7,8,8
ENSG00000165689,7,7,7,7,9,7,8,8
ENSG00000165698,4,5,4,4,4,5,4,4
ENSG00000165699,8,8,8,8,9,9,8,8
ENSG00000165702,8,7,6,8,5,6,6,7
ENSG00000165704,8,8,7,6,8,8,7,7
ENSG00000165714,5,7,5,7,6,7,6,5
ENSG00000165716,3,3,4,6,5,3,4,4
ENSG00000165724,5,5,5,6,6,6,6,5
ENSG00000165732,10,10,10,9,10,9,10,10
ENSG00000165733,8,7,8,7,9,7,8,8
ENSG00000165752,6,7,6,6,6,7,6,6
ENSG00000165775,9,8,7,8,8,8,8,7
ENSG00000165782,7,8,7,8,8,8,8,8
ENSG00000165792,7,7,7,7,8,8,8,8
ENSG00000165795,5,5,4,5,4,5,6,5
ENSG00000165801,10,10,10,11,7,9,9,10
ENSG00000165802,6,8,7,7,8,6,7,7
ENSG00000165804,3,5,3,5,5,5,5,5
ENSG00000165806,10,8,9,6,8,6,7,8
ENSG00000165813,9,9,9,9,9,9,9,8
ENSG00000165819,8,8,8,8,9,8,8,8
ENSG00000165821,4,4,4,4,5,4,5,4
ENSG00000165832,6,6,6,4,7,5,6,6
ENSG00000165861,8,9,8,8,7,8,7,8
ENSG00000165879,9,10,9,11,8,10,9,10
ENSG00000165886,6,7,6,8,4,7,6,6
ENSG00000165891,4,3,3,3,7,6,4,4
ENSG00000165895,4,4,4,4,8,5,5,3
ENSG00000165898,8,7,7,7,8,7,7,6
ENSG00000165905,3,5,3,4,7,3,5,3
ENSG00000165914,7,6,7,7,5,7,5,6
ENSG00000165915,6,7,6,8,7,7,7,7
ENSG00000165916,9,8,8,8,8,8,8,8
ENSG00000165923,4,4,4,3,7,4,5,5
ENSG00000165929,7,7,8,7,7,7,10,8
ENSG00000165934,10,9,9,9,9,9,9,9
ENSG00000165943,7,7,7,7,8,7,8,7
ENSG00000165948,4,4,3,5,5,6,4,3
ENSG00000165949,10,5,10,5,5,7,5,10
ENSG00000165959,8,8,7,7,7,7,7,8
ENSG00000165983,7,7,7,5,7,6,7,7
ENSG00000165996,4,5,3,5,7,4,4,3
ENSG00000165997,10,7,9,6,8,8,7,8
ENSG00000166002,9,8,8,7,7,7,7,8
ENSG00000166004,7,7,8,7,8,8,8,8
ENSG00000166012,8,8,9,8,9,9,9,9
ENSG00000166016,9,5,8,5,5,5,4,7
ENSG00000166024,9,8,9,8,8,8,8,8
ENSG00000166025,4,5,4,5,2,6,4,3
ENSG00000166033,4,5,3,6,3,4,6,3
ENSG00000166035,4,5,5,4,4,4,4,4
ENSG00000166037,8,7,8,7,9,9,8,8
ENSG00000166046,8,9,9,9,8,10,9,8
ENSG00000166068,4,5,4,4,6,6,6,5
ENSG00000166086,6,5,6,9,5,5,7,6
ENSG00000166091,6,6,5,9,5,6,6,5
ENSG00000166123,6,5,5,4,8,4,5,4
ENSG00000166128,12,11,12,11,10,10,10,10
ENSG00000166130,8,9,8,9,8,9,9,8
ENSG00000166133,5,5,5,6,7,5,6,5
ENSG00000166135,9,10,9,10,10,10,9,10
ENSG00000166136,6,6,6,6,6,7,6,6
ENSG00000166140,7,7,7,7,8,7,7,7
ENSG00000166145,6,7,6,8,6,8,7,7
ENSG00000166147,3,4,4,3,5,7,4,4
ENSG00000166164,10,9,10,8,9,9,9,10
ENSG00000166165,5,4,3,5,4,3,4,6
ENSG00000166166,5,5,4,5,6,6,6,6
ENSG00000166167,6,7,7,6,8,7,7,7
ENSG00000166169,9,9,7,9,8,8,8,8
ENSG00000166170,8,8,8,8,9,8,9,8
ENSG00000166171,6,5,4,5,4,6,6,5
ENSG00000166181,9,9,10,8,10,9,10,9
ENSG00000166188,8,9,7,9,7,8,7,8
ENSG00000166189,7,7,7,8,7,7,7,7
ENSG00000166197,8,8,9,7,9,8,9,9
ENSG00000166199,6,6,6,5,5,6,7,6
ENSG00000166200,8,8,8,7,8,8,8,7
ENSG00000166224,8,9,8,9,9,9,9,9
ENSG00000166225,8,7,8,6,8,7,7,7
ENSG00000166226,9,8,8,8,9,8,9,8
ENSG00000166228,7,7,6,5,7,6,5,6
ENSG00000166233,10,9,10,9,9,9,9,9
ENSG00000166260,6,6,6,6,8,7,8,7
ENSG00000166261,6,6,7,5,8,6,7,7
ENSG00000166262,3,4,4,4,6,4,5,4
ENSG00000166263,5,5,4,5,7,5,6,5
ENSG00000166265,4,6,2,7,3,7,4,4
ENSG00000166266,8,7,8,6,8,8,8,8
ENSG00000166272,10,10,10,11,9,10,9,9
ENSG00000166275,6,7,7,6,7,7,8,6
ENSG00000166278,6,4,6,5,4,4,4,6
ENSG00000166289,6,5,5,5,7,6,6,7
ENSG00000166295,9,10,9,10,10,9,10,10
ENSG00000166311,7,8,7,9,7,7,8,8
ENSG00000166313,5,6,6,7,7,5,8,7
ENSG00000166321,4,4,4,3,4,5,5,5
ENSG00000166326,11,9,10,8,10,8,10,10
ENSG00000166333,11,11,10,11,10,10,10,10
ENSG00000166337,6,6,6,6,6,7,6,6
ENSG00000166340,12,11,11,11,10,11,11,12
ENSG00000166341,4,5,4,5,3,5,5,5
ENSG00000166343,5,5,5,6,5,6,6,5
ENSG00000166347,7,7,6,6,7,6,6,6
ENSG00000166348,4,5,5,4,6,5,5,5
ENSG00000166377,7,7,6,7,8,8,7,7
ENSG00000166387,7,7,7,7,7,6,7,8
ENSG00000166394,3,6,3,3,4,3,4,4
ENSG00000166398,7,7,7,6,8,7,8,7
ENSG00000166401,9,9,8,8,8,8,8,8
ENSG00000166405,5,5,6,6,9,4,7,6
ENSG00000166411,8,8,9,7,9,7,8,8
ENSG00000166428,5,5,4,4,3,6,6,6
ENSG00000166432,7,7,8,4,10,7,8,7
ENSG00000166435,7,6,7,7,7,5,6,6
ENSG00000166436,6,7,6,7,7,9,8,7
ENSG00000166439,10,9,10,9,8,9,9,10
ENSG00000166441,11,11,10,11,12,11,12,10
ENSG00000166446,6,8,6,6,7,7,7,7
ENSG00000166451,6,4,5,4,5,5,5,5
ENSG00000166452,6,6,7,5,6,6,6,6
ENSG00000166454,8,8,8,8,9,8,9,8
ENSG00000166471,7,7,7,7,8,8,8,7
ENSG00000166477,7,7,7,7,8,7,7,8
ENSG00000166478,8,9,8,9,8,8,8,8
ENSG00000166479,9,9,9,6,8,9,9,8
ENSG00000166483,5,5,7,6,9,7,7,6
ENSG00000166484,7,8,7,7,6,7,6,7
ENSG00000166501,13,12,12,13,12,12,12,12
ENSG00000166503,4,6,3,4,5,4,6,5
ENSG00000166507,4,4,5,4,4,4,4,4
ENSG00000166508,8,7,7,9,9,9,9,8
ENSG00000166523,12,12,11,12,8,11,10,10
ENSG00000166526,7,7,7,7,8,7,8,7
ENSG00000166527,9,11,7,8,6,10,7,6
ENSG00000166529,5,5,4,4,6,6,6,5
ENSG00000166532,7,6,7,5,9,6,7,7
ENSG00000166548,7,9,8,9,7,8,8,8
ENSG00000166557,7,7,6,8,8,7,7,7
ENSG00000166562,7,7,7,8,9,7,7,7
ENSG00000166575,6,6,6,4,6,6,6,6
ENSG00000166579,11,11,11,12,9,10,9,10
ENSG00000166582,4,5,5,5,4,4,5,5
ENSG00000166595,7,7,6,7,7,7,7,7
ENSG00000166598,13,13,12,12,11,10,11,12
ENSG00000166619,8,9,8,9,9,9,9,9
ENSG00000166669,6,6,6,6,9,6,8,7
ENSG00000166681,7,6,5,9,5,6,7,7
ENSG00000166685,7,7,7,8,8,7,8,8
ENSG00000166689,5,4,4,3,5,4,5,4
ENSG00000166704,6,6,6,5,8,6,6,6
ENSG00000166707,4,4,3,4,7,4,5,5
ENSG00000166710,17,16,16,16,15,16,16,16
ENSG00000166716,10,10,10,11,9,10,9,10
ENSG00000166734,9,9,9,9,10,10,9,8
ENSG00000166747,10,10,10,10,10,10,10,10
ENSG00000166750,13,9,11,8,10,9,11,10
ENSG00000166762,5,5,6,5,7,5,6,6
ENSG00000166770,3,5,4,4,7,3,4,4
ENSG00000166780,3,3,3,4,6,4,4,3
ENSG00000166783,11,11,11,12,11,11,11,11
ENSG00000166788,6,6,6,6,7,6,6,6
ENSG00000166793,6,4,4,6,5,7,5,5
ENSG00000166794,11,11,10,11,10,10,10,10
ENSG00000166797,8,7,8,7,8,8,8,7
ENSG00000166801,12,9,11,8,10,10,9,11
ENSG00000166803,3,3,5,4,4,7,4,4
ENSG00000166821,4,4,4,3,4,4,5,5
ENSG00000166822,9,8,9,8,9,8,9,8
ENSG00000166825,10,12,9,14,9,12,11,10
ENSG00000166831,4,4,3,6,4,3,4,3
ENSG00000166839,6,5,5,5,6,6,6,7
ENSG00000166845,6,6,6,5,5,6,5,6
ENSG00000166847,9,8,8,9,9,9,9,9
ENSG00000166848,10,10,10,10,10,10,10,10
ENSG00000166851,4,5,5,7,6,8,5,4
ENSG00000166855,8,8,8,9,8,8,9,8
ENSG00000166860,6,6,6,5,7,6,7,6
ENSG00000166881,7,6,7,5,9,8,8,7
ENSG00000166886,4,5,5,5,7,5,6,5
ENSG00000166887,10,10,10,10,9,10,9,10
ENSG00000166888,12,12,12,14,11,13,11,12
ENSG00000166889,11,9,11,10,9,9,9,11
ENSG00000166896,5,4,4,5,5,6,6,5
ENSG00000166900,12,11,12,12,9,11,10,11
ENSG00000166902,8,8,8,7,8,7,7,8
ENSG00000166908,8,7,9,9,8,8,8,9
ENSG00000166912,10,10,10,10,9,10,9,9
ENSG00000166913,13,13,13,13,12,12,12,13
ENSG00000166925,11,11,10,12,9,11,10,10
ENSG00000166927,11,9,11,8,8,9,9,11
ENSG00000166928,9,7,9,7,6,7,7,9
ENSG00000166938,7,8,7,7,9,8,8,8
ENSG00000166946,11,11,10,12,10,11,10,10
ENSG00000166947,10,8,7,9,6,10,8,8
ENSG00000166949,10,9,9,7,7,8,9,9
ENSG00000166963,5,5,5,8,4,5,5,6
ENSG00000166965,4,5,5,5,6,6,6,6
ENSG00000166971,7,8,6,8,7,8,8,8
ENSG00000166974,9,9,9,9,9,8,9,10
ENSG00000166979,5,5,5,5,5,4,6,5
ENSG00000166986,10,10,10,11,10,10,9,10
ENSG00000166987,10,11,10,12,9,11,9,10
ENSG00000166997,6,6,6,7,6,6,7,6
ENSG00000167004,12,12,12,10,11,10,10,11
ENSG00000167005,9,8,9,7,9,9,9,8
ENSG00000167034,6,5,6,4,6,4,5,6
ENSG00000167037,4,4,5,4,7,4,5,4
ENSG00000167065,8,8,8,8,7,8,8,8
ENSG00000167074,4,4,5,5,6,5,7,5
ENSG00000167077,5,7,3,7,7,6,7,6
ENSG00000167081,7,7,7,7,9,7,7,7
ENSG00000167083,6,5,6,5,6,5,6,7
ENSG00000167085,7,8,7,8,9,7,8,7
ENSG00000167088,6,7,6,7,7,7,7,7
ENSG00000167094,6,6,5,6,7,7,7,7
ENSG00000167100,5,5,4,8,5,5,5,5
ENSG00000167105,4,4,3,6,3,7,4,3
ENSG00000167106,6,8,7,8,8,7,9,8
ENSG00000167107,6,5,6,6,8,5,7,7
ENSG00000167110,8,9,9,10,8,9,8,9
ENSG00000167112,6,7,6,6,7,6,7,7
